Tên đường,Tên phường,Quận,Giấy tờ pháp lý,Diện tích,Số tầng,Số phòng ngủ,Số nhà vệ sinh,Hướng cửa chính,Loại hình nhà ở,Giá (VNĐ),Giá hiển thị,Giá/m² (VNĐ)
Đường Lê Văn Sỹ,Phường 14,Quận 3,1,36,2,1,2,,"Nhà ngõ, hẻm",7000000000,7 tỷ,194.44444
Lê Văn Khương,Phường Hiệp Thành,Quận 12,1,38,1,2,2,,"Nhà mặt phố, mặt tiền",1980000000,"1,98 tỷ",52.105263
Đường Lê Hồng Phong,Phường 3,Quận 5,1,61,4,4,4,,"Nhà ngõ, hẻm",7700000000,"7,7 tỷ",126.22951
Đường Quang Trung,Phường 8,Quận Gò Vấp,1,396,,2,2,,"Nhà mặt phố, mặt tiền",45000000000,45 tỷ,113.63636
Đường Trần Khắc Chân,Phường Tân Định,Quận 1,1,25,4,2,3,,"Nhà ngõ, hẻm",4500000000,"4,5 tỷ",180
Đường Âu Dương Lân,Phường 3,Quận 8,1,69,4,4,4,,"Nhà ngõ, hẻm",8800000000,"8,8 tỷ",127.53623
Đường Phan Văn Trị,Phường 7,Quận Gò Vấp,1,42,,2,1,,"Nhà ngõ, hẻm",3680000000,"3,68 tỷ",87.61905
Hẻm 549 Nguyễn Ðình Chiểu,Phường 2,Quận 3,1,31.2999,,3,4,,"Nhà ngõ, hẻm",8000000000,8 tỷ,255.59187
Đường Lê Thị Hoa,Phường Bình Chiểu (Quận Thủ Đức cũ),Thành phố Thủ Đức,1,183,4,9,7,,"Nhà mặt phố, mặt tiền",13000000000,13 tỷ,71.03825
Đường Thạnh Lộc 16,Phường Thạnh Lộc,Quận 12,1,66,3,5,5,,"Nhà ngõ, hẻm",5500000000,"5,5 tỷ",83.333336
Đường Đoàn Nguyễn Tuấn,Xã Bình Chánh,Huyện Bình Chánh,1,100,2,3,3,,"Nhà mặt phố, mặt tiền",750000000,750 triệu,7.5
Đường Bông Sao,Phường 5,Quận 8,1,41,2,3,3,,"Nhà ngõ, hẻm",3690000000,"3,69 tỷ",90
Đường Lò Gốm,Phường 8,Quận 6,1,43,2,2,2,,"Nhà ngõ, hẻm",4100000000,"4,1 tỷ",95.34884
Đường số 1,Phường An Lạc,Quận Bình Tân,1,92,,6,,,"Nhà mặt phố, mặt tiền",11000000000,11 tỷ,119.565216
Đường Lê Văn Quới,Phường Bình Trị Đông A,Quận Bình Tân,1,188,6,11,7,Hướng Tây,"Nhà ngõ, hẻm",33000000000,33 tỷ,175.53192
Đường Thống Nhất,Phường 16,Quận Gò Vấp,1,72,55,4,5,,"Nhà ngõ, hẻm",7500000000,"7,5 tỷ",104.166664
Đường Phạm Văn Bạch,Phường 15,Quận Tân Bình,1,100,1,1,1,Hướng Đông Nam,"Nhà mặt phố, mặt tiền",16000000000,16 tỷ,160
Nguyễn Cư Trinh,Phường Nguyễn Cư Trinh,Quận 1,1,51,5,5,5,Hướng Bắc,"Nhà mặt phố, mặt tiền",26500000000,"26,5 tỷ",519.60785
Đường Tân Kỳ Tân Quý,Phường Tân Sơn Nhì,Quận Tân Phú,1,52,2,2,2,Hướng Nam,"Nhà ngõ, hẻm",5290000000,"5,29 tỷ",101.73077
Đường Hoàng Diệu,Phường 9,Quận 4,1,40,4,4,4,,"Nhà ngõ, hẻm",10500000000,"10,5 tỷ",262.5
Đường Huỳnh Tấn Phát,Phường Phú Mỹ,Quận 7,1,60,,4,,,"Nhà ngõ, hẻm",5200000000,"5,2 tỷ",86.666664
Đường Đoàn Văn Bơ,Phường 14,Quận 4,1,20,2,2,,,"Nhà ngõ, hẻm",1500000000,"1,5 tỷ",75
Đường Đại Lộ 2,Phường Phước Bình (Quận 9 cũ),Thành phố Thủ Đức,1,131,7,11,7,,"Nhà mặt phố, mặt tiền",25000000000,25 tỷ,190.83969
Đường Phạm Văn Bạch,Phường 15,Quận Tân Bình,1,40,2,2,2,Hướng Đông Nam,"Nhà ngõ, hẻm",5300000000,"5,3 tỷ",132.5
Đường Trần Thái Tông,Phường 15,Quận Tân Bình,1,50,3,3,3,Hướng Tây Nam,"Nhà ngõ, hẻm",4500000000,"4,5 tỷ",90
Đường Thành Thái,Phường 14,Quận 10,1,42,4,5,5,Hướng Đông Nam,"Nhà ngõ, hẻm",9800000000,"9,8 tỷ",233.33333
Đường Làng Tăng Phú,Phường Tăng Nhơn Phú A (Quận 9 cũ),Thành phố Thủ Đức,1,72,1,2,1,,"Nhà mặt phố, mặt tiền",4600000000,"4,6 tỷ",63.88889
Đỗ Nhuận,Phường Tây Thạnh,Quận Tân Phú,1,57,1,2,2,,"Nhà mặt phố, mặt tiền",4800000000,"4,8 tỷ",84.210526
Đường Huỳnh Tấn Phát,Phường Tân Thuận Đông,Quận 7,1,20,2,2,1,,"Nhà ngõ, hẻm",1900000000,"1,9 tỷ",95
Đường Xô Viết Nghệ Tĩnh,Phường 21,Quận Bình Thạnh,1,80,1,1,1,,"Nhà ngõ, hẻm",11200000000,"11,2 tỷ",140
Đường Nguyễn Thị Nhỏ,Phường 9,Quận Tân Bình,1,41,,4,3,,"Nhà ngõ, hẻm",5900000000,"5,9 tỷ",143.90244
Đường Lê Văn Sỹ,Phường 13,Quận Phú Nhuận,1,66,4,4,5,Hướng Đông Bắc,"Nhà mặt phố, mặt tiền",12500000000,"12,5 tỷ",189.39394
Phạm Văn Chiêu,Phường 14,Quận Gò Vấp,1,60,4,4,3,,"Nhà ngõ, hẻm",6950000000,"6,95 tỷ",115.833336
Đường Quốc lộ 1,Xã Bình Chánh,Huyện Bình Chánh,1,50,1,2,2,,"Nhà ngõ, hẻm",650000000,650 triệu,13
Đường Trịnh Đình Trọng,Phường Phú Trung,Quận Tân Phú,1,60,2,3,3,,"Nhà ngõ, hẻm",8000000000,8 tỷ,133.33333
Đường Đinh Đức Thiện,Xã Bình Chánh,Huyện Bình Chánh,1,112,2,3,2,Hướng Bắc,"Nhà mặt phố, mặt tiền",790000000,790 triệu,7.053571
Đường Đoàn Văn Bơ,Phường 16,Quận 4,1,40,2,2,2,Hướng Tây Nam,"Nhà ngõ, hẻm",3839000000,"3,839 tỷ",95.975
Đường Hoàng Dư Khương,Phường 12,Quận 10,1,65,,4,4,,"Nhà ngõ, hẻm",19000000000,19 tỷ,292.30768
trần đình xu,Phường Tân Định,Quận 1,1,77,,7,6,,Nhà phố liền kề,11800000000,"11,8 tỷ",153.24675
Đường Lê Đức Thọ,Phường 6,Quận Gò Vấp,1,32,1,2,2,,"Nhà ngõ, hẻm",3500000000,"3,5 tỷ",109.375
Đường Phạm Thế Hiển,Phường 6,Quận 8,1,10,1,2,2,,"Nhà ngõ, hẻm",1650000000,"1,65 tỷ",165
Đường Tây Thạnh,Phường Tây Thạnh,Quận Tân Phú,1,10,2,3,3,,"Nhà ngõ, hẻm",2560000000,"2,56 tỷ",256
Đường Tăng Nhơn Phú,Phường Tăng Nhơn Phú B (Quận 9 cũ),Thành phố Thủ Đức,1,10,1,2,3,,"Nhà ngõ, hẻm",1450000000,"1,45 tỷ",145
Đường Tô Ngọc Vân,Phường Thạnh Xuân,Quận 12,1,10,1,2,1,,"Nhà ngõ, hẻm",1650000000,"1,65 tỷ",165
Đường số 20,Phường Hiệp Bình Chánh (Quận Thủ Đức cũ),Thành phố Thủ Đức,1,100,,4,4,,"Nhà ngõ, hẻm",15000000000,15 tỷ,150
Huỳnh Tấn Phát ,Phường Phú Mỹ,Quận 7,1,102,,4,,,"Nhà ngõ, hẻm",8200000000,"8,2 tỷ",80.39216
Đường Liên Khu 1-6,Phường Bình Trị Đông,Quận Bình Tân,1,418,3,11,7,Hướng Nam,"Nhà ngõ, hẻm",21000000000,21 tỷ,50.239235
Đường số 12,Phường Tam Bình (Quận Thủ Đức cũ),Thành phố Thủ Đức,1,60,,3,,,"Nhà ngõ, hẻm",5600000000,"5,6 tỷ",93.333336
Đường Tỉnh lộ 10,Phường Tân Tạo,Quận Bình Tân,1,87,1,2,2,Hướng Tây,"Nhà ngõ, hẻm",4300000000,"4,3 tỷ",49.42529
Đường Lê Quang Định,Phường 1,Quận Gò Vấp,1,40,,3,,,"Nhà ngõ, hẻm",5950000000,"5,95 tỷ",148.75
Đường Nguyễn Thị Nhỏ,Phường 9,Quận Tân Bình,1,45,4,4,3,,"Nhà ngõ, hẻm",5900000000,"5,9 tỷ",131.11111
Đường Cao Xuân Dục,Phường 12,Quận 8,1,40.9,1,3,1,Hướng Bắc,"Nhà ngõ, hẻm",3600000000,"3,6 tỷ",88.01956
Đường Trần Quốc Thảo,Phường 9,Quận 3,1,80,,6,,,"Nhà mặt phố, mặt tiền",25000000000,25 tỷ,312.5
Đường Lê Văn Lương,Xã Nhơn Đức,Huyện Nhà Bè,5,40,1,1,1,,"Nhà ngõ, hẻm",800000000,800 triệu,20
Hưng Phú,Phường 9,Quận 8,1,28,,2,3,,"Nhà ngõ, hẻm",2950000000,"2,95 tỷ",105.35714
Đường Phạm Thế Hiển,Phường 7,Quận 8,1,100,4,4,5,,"Nhà mặt phố, mặt tiền",7500000000,"7,5 tỷ",75
Đường Hương Lộ 2,Phường Bình Trị Đông A,Quận Bình Tân,1,10,,2,,,"Nhà ngõ, hẻm",2300000000,"2,3 tỷ",230
Đường Quốc lộ 13,Phường Hiệp Bình Phước (Quận Thủ Đức cũ),Thành phố Thủ Đức,1,66,,2,2,,"Nhà ngõ, hẻm",3900000000,"3,9 tỷ",59.090908
Đường số 27,Phường 6,Quận Gò Vấp,1,154.6,,11,7,,"Nhà mặt phố, mặt tiền",26000000000,26 tỷ,168.17593
Đường Trần Ngọc Diện,Phường Thảo Điền (Quận 2 cũ),Thành phố Thủ Đức,1,400,,5,,,Nhà biệt thự,56000000000,56 tỷ,140
Bình Long,Phường Phú Thạnh,Quận Tân Phú,1,80,4,7,7,Hướng Bắc,"Nhà ngõ, hẻm",7600000000,"7,6 tỷ",95
Đường số 9,Phường Hiệp Bình Phước (Quận Thủ Đức cũ),Thành phố Thủ Đức,1,93,4,9,7,,"Nhà mặt phố, mặt tiền",9500000000,"9,5 tỷ",102.150536
Đường Âu Dương Lân,Phường 3,Quận 8,1,44,4,3,3,Hướng Nam,"Nhà ngõ, hẻm",6250000000,"6,25 tỷ",142.04546
Đường Hiệp Bình,Phường Hiệp Bình Chánh (Quận Thủ Đức cũ),Thành phố Thủ Đức,1,55,,2,,,"Nhà ngõ, hẻm",3650000000,"3,65 tỷ",66.36364
Đường Lê Thị Ngay,Xã Vĩnh Lộc A,Huyện Bình Chánh,1,48,1,2,2,,"Nhà mặt phố, mặt tiền",1470000000,"1,47 tỷ",30.625
Đường Đinh Đức Thiện,Xã Bình Chánh,Huyện Bình Chánh,1,80,1,3,2,,"Nhà ngõ, hẻm",720000000,720 triệu,9
Đường Tạ Quang Bửu,Phường 7,Quận 8,1,88,2,4,4,,"Nhà mặt phố, mặt tiền",5700000000,"5,7 tỷ",64.77273
Bình Phú 2,Phường 10,Quận 6,1,30,2,2,2,,"Nhà mặt phố, mặt tiền",3800000000,"3,8 tỷ",126.666664
Trần Hưng Ðạo,Phường Cầu Kho,Quận 1,1,55,,5,,,"Nhà ngõ, hẻm",13500000000,"13,5 tỷ",245.45454
Đường Nguyễn Duy Trinh,Phường Phú Hữu (Quận 9 cũ),Thành phố Thủ Đức,1,62,3,3,3,,"Nhà mặt phố, mặt tiền",5300000000,"5,3 tỷ",85.48387
Đường Tôn Thất Thuyết,Phường 15,Quận 4,1,58,,4,6,Hướng Tây Bắc,Nhà biệt thự,5799999999,"5,799 tỷ",100
Đường Trung Lập,Xã Trung Lập Thượng,Huyện Củ Chi,1,80,,1,1,Hướng Nam,"Nhà mặt phố, mặt tiền",1500000000,"1,5 tỷ",18.75
Đường Quốc lộ 1,Phường Bình Hưng Hòa,Quận Bình Tân,1,52,2,4,2,,"Nhà ngõ, hẻm",6000000000,6 tỷ,115.38461
Trần Ðình Xu,Phường Nguyễn Cư Trinh,Quận 1,1,45,,6,,,"Nhà ngõ, hẻm",8200000000,"8,2 tỷ",182.22223
Đường Lý Chiêu Hoàng,Phường 10,Quận 6,1,75.5,2,3,2,,"Nhà mặt phố, mặt tiền",8000000000,8 tỷ,105.960266
Đường Đặng Văn Ngữ,Phường 10,Quận Phú Nhuận,1,82,4,4,4,,"Nhà ngõ, hẻm",10300000000,"10,3 tỷ",125.60976
Đường Thạnh Lộc 16,Phường Thạnh Lộc,Quận 12,1,66,3,5,5,,"Nhà ngõ, hẻm",5500000000,"5,5 tỷ",83.333336
Đường Bến Chương Dương,Phường Cầu Kho,Quận 1,1,64.8,4,6,,,"Nhà ngõ, hẻm",12200000000,"12,2 tỷ",188.2716
Đường Lê Đức Thọ,Phường 6,Quận Gò Vấp,1,42,,3,,,"Nhà ngõ, hẻm",4570000000,"4,57 tỷ",108.809525
Đường Tên Lửa,Phường An Lạc,Quận Bình Tân,1,48,,3,2,,"Nhà mặt phố, mặt tiền",4200000000,"4,2 tỷ",87.5
Đường Tô Ký,Phường Tân Chánh Hiệp,Quận 12,1,53,2,2,2,,"Nhà ngõ, hẻm",4000000000,4 tỷ,75.471695
C6/19A,Xã Tân Thới Nhì,Huyện Hóc Môn,1,35.2999,,2,,,"Nhà ngõ, hẻm",1500000000,"1,5 tỷ",42.49304
Đường số 6,Phường Linh Tây (Quận Thủ Đức cũ),Thành phố Thủ Đức,1,56,1,1,1,,"Nhà ngõ, hẻm",3600000000,"3,6 tỷ",64.28571
Đường Đinh Đức Thiện,Xã Bình Chánh,Huyện Bình Chánh,1,200,,3,2,,"Nhà mặt phố, mặt tiền",1350000000,"1,35 tỷ",6.75
Đường Quốc lộ 50,Xã Đa Phước,Huyện Bình Chánh,5,77,,1,1,Hướng Đông Nam,"Nhà ngõ, hẻm",2000000000,2 tỷ,25.974026
Đường số 6,Phường Linh Trung (Quận Thủ Đức cũ),Thành phố Thủ Đức,1,84,,3,,,"Nhà ngõ, hẻm",5300000000,"5,3 tỷ",63.095238
Đường Lê Công Phép,Phường An Lạc,Quận Bình Tân,1,70,2,2,2,,"Nhà mặt phố, mặt tiền",6100000000,"6,1 tỷ",87.14286
Đường Quách Điêu,Xã Vĩnh Lộc A,Huyện Bình Chánh,1,68,1,2,2,,"Nhà ngõ, hẻm",1300000000,"1,3 tỷ",19.117647
Đường Hoàng Sa,Phường Võ Thị Sáu,Quận 3,1,44,,5,4,,"Nhà mặt phố, mặt tiền",20000000000,20 tỷ,454.54544
Đường Phạm Đăng Giảng,Phường Bình Hưng Hòa,Quận Bình Tân,1,66.0999,,3,2,,"Nhà ngõ, hẻm",5300000000,"5,3 tỷ",80.18166
Đường Lũy Bán Bích,Phường Tân Thới Hòa,Quận Tân Phú,1,62,4,3,3,,"Nhà ngõ, hẻm",6300000000,"6,3 tỷ",101.6129
Đường Quốc lộ 1,Phường Tân Tạo A,Quận Bình Tân,1,35,1,3,2,,"Nhà ngõ, hẻm",1500000000,"1,5 tỷ",42.857143
Nguyễn Duy Trinh,Phường Phú Hữu (Quận 9 cũ),Thành phố Thủ Đức,1,54,3,3,3,Hướng Đông,"Nhà ngõ, hẻm",6700000000,"6,7 tỷ",124.07407
Đường Nguyễn Thị Nhỏ,Phường 14,Quận 5,1,68,,7,,,"Nhà mặt phố, mặt tiền",21000000000,21 tỷ,308.82352
Đường Tân Lập 2,Phường Hiệp Phú (Quận 9 cũ),Thành phố Thủ Đức,1,145,3,4,,,"Nhà ngõ, hẻm",10500000000,"10,5 tỷ",72.413795
Đường Trần Thị Trọng,Phường 15,Quận Tân Bình,1,60,,4,4,,"Nhà ngõ, hẻm",5350000000,"5,35 tỷ",89.166664
Đường Chiến Lược,Phường Bình Trị Đông A,Quận Bình Tân,1,64,3,3,3,,"Nhà ngõ, hẻm",4250000000,"4,25 tỷ",66.40625
Đường Số 4,Phường Bình Hưng Hoà B,Quận Bình Tân,1,48,2,2,2,,"Nhà ngõ, hẻm",3700000000,"3,7 tỷ",77.083336
Đường Hoàng Ngân,Phường 16,Quận 8,1,51.2999,1,1,1,Hướng Nam,"Nhà ngõ, hẻm",3500000000,"3,5 tỷ",68.22626
Đường Nguyễn Thị Tú,Phường Bình Hưng Hoà B,Quận Bình Tân,1,104,,2,2,,"Nhà ngõ, hẻm",4790000000,"4,79 tỷ",46.057693
Đường Lê Văn Quới,Phường Bình Trị Đông,Quận Bình Tân,1,50,2,2,2,,"Nhà ngõ, hẻm",2500000000,"2,5 tỷ",50
Đường Kinh Dương Vương,Phường 12,Quận 6,1,48,,2,,,"Nhà ngõ, hẻm",5500000000,"5,5 tỷ",114.583336
Đường Cách Mạng Tháng Tám,Phường 11,Quận 3,1,53,,8,,,Nhà phố liền kề,6300000000,"6,3 tỷ",118.86793
Đường Lạc Long Quân,Phường 10,Quận Tân Bình,1,30,2,2,2,,"Nhà ngõ, hẻm",2950000000,"2,95 tỷ",98.333336
Đường Phạm Văn Đồng,Phường Hiệp Bình Chánh (Quận Thủ Đức cũ),Thành phố Thủ Đức,1,64,,2,2,,"Nhà ngõ, hẻm",4100000000,"4,1 tỷ",64.0625
Đường Cách Mạng Tháng Tám,Phường 11,Quận 3,1,53,,8,,,Nhà phố liền kề,6300000000,"6,3 tỷ",118.86793
Đường Lạc Long Quân,Phường 10,Quận Tân Bình,1,30,2,2,2,,"Nhà ngõ, hẻm",2950000000,"2,95 tỷ",98.333336
Đường Phạm Văn Đồng,Phường Hiệp Bình Chánh (Quận Thủ Đức cũ),Thành phố Thủ Đức,1,64,,2,2,,"Nhà ngõ, hẻm",4100000000,"4,1 tỷ",64.0625
Đường Bình Thới,Phường 14,Quận 11,1,24,1,2,1,Hướng Bắc,"Nhà ngõ, hẻm",2500000000,"2,5 tỷ",104.166664
Đường số 8,Phường Linh Tây (Quận Thủ Đức cũ),Thành phố Thủ Đức,1,73.5,2,5,4,,"Nhà ngõ, hẻm",3450000000,"3,45 tỷ",46.938774
Đường 26 Tháng 3,Phường Bình Hưng Hòa,Quận Bình Tân,1,48.2,,4,4,,"Nhà ngõ, hẻm",4650000000,"4,65 tỷ",96.47303
Đường số 9,Phường Bình Hưng Hòa,Quận Bình Tân,1,55,4,4,,,"Nhà mặt phố, mặt tiền",6500000000,"6,5 tỷ",118.181816
Đường Phú Định,Phường 16,Quận 8,1,41,3,4,4,,"Nhà ngõ, hẻm",4000000000,4 tỷ,97.560974
Đường tâ,Phường Sơn Kỳ,Quận Tân Phú,1,40,,3,2,,"Nhà ngõ, hẻm",3000100000,3 tỷ,75.0025
Lê văn khương,Thị trấn Hóc Môn,Huyện Hóc Môn,5,20,2,2,1,,"Nhà ngõ, hẻm",870000000,870 triệu,43.5
Đường Đại Lộ 2,Phường Phước Long A (Quận 9 cũ),Thành phố Thủ Đức,1,80,2,4,3,,"Nhà mặt phố, mặt tiền",4800000000,"4,8 tỷ",60
Đường số 30,Phường Cát Lái (Quận 2 cũ),Thành phố Thủ Đức,1,75,3,3,2,,"Nhà ngõ, hẻm",6600000000,"6,6 tỷ",88
Bên hông chợ Phạm Văn Hai,Phường 3,Quận Tân Bình,1,48,4,6,6,Hướng Bắc,"Nhà ngõ, hẻm",8500000000,"8,5 tỷ",177.08333
Đường Phan Anh,Phường Hiệp Tân,Quận Tân Phú,1,52,5,5,6,Hướng Nam,"Nhà ngõ, hẻm",7500000000,"7,5 tỷ",144.23077
Đường số 6,Phường Bình Hưng Hoà B,Quận Bình Tân,1,57,5,5,5,Hướng Bắc,"Nhà ngõ, hẻm",5200000000,"5,2 tỷ",91.22807
miếu gò xoài,Phường Bình Trị Đông A,Quận Bình Tân,1,80,5,5,6,,"Nhà mặt phố, mặt tiền",8700000000,"8,7 tỷ",108.75
Đường Tây Lân,Phường Bình Trị Đông A,Quận Bình Tân,1,60,5,5,4,Hướng Đông,"Nhà ngõ, hẻm",5300000000,"5,3 tỷ",88.333336
Đường Mã Lò,Phường Bình Trị Đông A,Quận Bình Tân,1,96,6,6,7,Hướng Đông,"Nhà mặt phố, mặt tiền",13600000000,"13,6 tỷ",141.66667
Đường Số 2,Phường Bình Hưng Hoà B,Quận Bình Tân,1,215,1,4,2,Hướng Đông,"Nhà ngõ, hẻm",8800000000,"8,8 tỷ",40.930233
kênh 26/3,Phường Bình Hưng Hòa,Quận Bình Tân,1,60,5,4,5,Hướng Bắc,"Nhà ngõ, hẻm",7200000000,"7,2 tỷ",120
Đường Lê Văn Quới,Phường Bình Hưng Hoà A,Quận Bình Tân,1,80,5,5,6,Hướng Đông,"Nhà ngõ, hẻm",10800000000,"10,8 tỷ",135
Đường Liên khu 4-5,Phường Bình Hưng Hoà B,Quận Bình Tân,1,64,4,4,5,Hướng Nam,"Nhà ngõ, hẻm",5350000000,"5,35 tỷ",83.59375
Đường Liên Ấp 1-2-3,Xã Vĩnh Lộc B,Huyện Bình Chánh,1,160,22,4,3,Hướng Bắc,"Nhà ngõ, hẻm",6900000000,"6,9 tỷ",43.125
Đường 120,Phường Tân Phú (Quận 9 cũ),Thành phố Thủ Đức,1,60,4,4,,,"Nhà ngõ, hẻm",5500000000,"5,5 tỷ",91.666664
Đường Quang Trung,Phường 11,Quận Gò Vấp,1,140,,4,,,"Nhà ngõ, hẻm",9999000000,"9,999 tỷ",71.421425
Đường Lê Đình Cẩn,Phường Tân Tạo,Quận Bình Tân,1,40,3,4,3,,"Nhà ngõ, hẻm",3900000000,"3,9 tỷ",97.5
Đường Âu Cơ,Phường Tân Thành,Quận Tân Phú,1,52,,2,3,,"Nhà mặt phố, mặt tiền",7700000000,"7,7 tỷ",148.07692
Đường số 11,Phường 13,Quận 6,1,80,3,4,4,Hướng Nam,"Nhà mặt phố, mặt tiền",11000000000,11 tỷ,137.5
Đường số 8,Phường Bình Hưng Hòa,Quận Bình Tân,1,40,1,3,,,"Nhà ngõ, hẻm",5000000000,5 tỷ,125
Đường Số 4,Phường Bình Chiểu (Quận Thủ Đức cũ),Thành phố Thủ Đức,1,120,4,9,7,,"Nhà mặt phố, mặt tiền",13000000000,13 tỷ,108.333336
Đường Làng Tăng Phú,Phường Tăng Nhơn Phú A (Quận 9 cũ),Thành phố Thủ Đức,1,67,3,3,3,Hướng Đông Nam,"Nhà ngõ, hẻm",5350000000,"5,35 tỷ",79.850746
Đường Bến Vân Đồn,Phường 2,Quận 4,1,18,2,2,3,,"Nhà ngõ, hẻm",2500000000,"2,5 tỷ",138.88889
Đường Hòa Bình,Phường Hiệp Tân,Quận Tân Phú,1,46,,4,,,"Nhà mặt phố, mặt tiền",9500000000,"9,5 tỷ",206.52174
Đường Hồng Bàng,Phường 1,Quận 11,1,67,1,1,1,,"Nhà ngõ, hẻm",6288000000,"6,288 tỷ",93.850746
Đường Bình Mỹ,Xã Bình Mỹ,Huyện Củ Chi,5,50,2,3,1,,"Nhà ngõ, hẻm",850000000,850 triệu,17
Đường Lê Văn Quới,Phường Bình Hưng Hoà A,Quận Bình Tân,1,40,4,3,,,"Nhà mặt phố, mặt tiền",5400000000,"5,4 tỷ",135
Đường Hà Huy Giáp,Phường Thạnh Xuân,Quận 12,1,83.6999,,5,,,"Nhà ngõ, hẻm",5750000000,"5,75 tỷ",68.697815
Đường Quang Trung,Phường 11,Quận Gò Vấp,1,50,2,2,2,,"Nhà mặt phố, mặt tiền",4600000000,"4,6 tỷ",92
Đường Lê Hồng Phong,Phường 12,Quận 10,1,200,4,6,6,,"Nhà mặt phố, mặt tiền",77000000000,77 tỷ,385
Đường Kênh Tân Hóa,Phường Phú Trung,Quận Tân Phú,1,48,,3,3,,"Nhà ngõ, hẻm",5800000000,"5,8 tỷ",120.833336
Đường Bình Mỹ,Xã Bình Mỹ,Huyện Củ Chi,5,50,2,3,1,,"Nhà ngõ, hẻm",850000000,850 triệu,17
Đường Lê Văn Quới,Phường Bình Hưng Hoà A,Quận Bình Tân,1,40,4,3,,,"Nhà mặt phố, mặt tiền",5400000000,"5,4 tỷ",135
Đường Hà Huy Giáp,Phường Thạnh Xuân,Quận 12,1,83.6999,,5,,,"Nhà ngõ, hẻm",5750000000,"5,75 tỷ",68.697815
Đường Quang Trung,Phường 11,Quận Gò Vấp,1,50,2,2,2,,"Nhà mặt phố, mặt tiền",4600000000,"4,6 tỷ",92
Đường Lê Hồng Phong,Phường 12,Quận 10,1,200,4,6,6,,"Nhà mặt phố, mặt tiền",77000000000,77 tỷ,385
Đường Kênh Tân Hóa,Phường Phú Trung,Quận Tân Phú,1,48,,3,3,,"Nhà ngõ, hẻm",5800000000,"5,8 tỷ",120.833336
Đường Nguyễn Duy Trinh,Phường Long Trường (Quận 9 cũ),Thành phố Thủ Đức,2,80,,3,,,"Nhà ngõ, hẻm",3590000000,"3,59 tỷ",44.875
Đường số 22,Phường Linh Đông (Quận Thủ Đức cũ),Thành phố Thủ Đức,1,50,3,2,3,,"Nhà ngõ, hẻm",5500000000,"5,5 tỷ",110
Đường Chu Văn An,Phường 26,Quận Bình Thạnh,1,40,,5,,,"Nhà ngõ, hẻm",3000000000,3 tỷ,75
Đường Số 3,Phường Phú Mỹ,Quận 7,1,76,4,4,5,Hướng Tây,"Nhà mặt phố, mặt tiền",15900000000,"15,9 tỷ",209.21053
Đường Thạnh Lộc 40,Phường Thạnh Lộc,Quận 12,1,58,3,4,4,Hướng Tây Nam,"Nhà ngõ, hẻm",4500000000,"4,5 tỷ",77.586205
Đường Dương Bá Trạc,Phường 2,Quận 8,1,28,2,2,2,,"Nhà ngõ, hẻm",3990000000,"3,99 tỷ",142.5
Đường Lê Thị Riêng,Phường Bến Thành,Quận 1,1,115,4,11,7,,"Nhà ngõ, hẻm",32000000000,32 tỷ,278.26086
Đường số 10,Phường Bình Hưng Hòa,Quận Bình Tân,1,60,3,3,3,,"Nhà ngõ, hẻm",5000000000,5 tỷ,83.333336
Đường Quốc lộ 1,Phường Hiệp Bình Phước (Quận Thủ Đức cũ),Thành phố Thủ Đức,1,64,3,2,,,"Nhà ngõ, hẻm",4650000000,"4,65 tỷ",72.65625
Đường Lê Quang Sung,Phường 9,Quận 6,1,19,2,2,,,"Nhà ngõ, hẻm",2650000000,"2,65 tỷ",139.47368
Đường Nguyễn Văn Lượng,Phường 10,Quận Gò Vấp,1,65,2,2,3,,"Nhà ngõ, hẻm",1590000000,"1,59 tỷ",24.461538
Hẻm Thới An 15,Phường Thới An,Quận 12,5,30,,2,2,,"Nhà ngõ, hẻm",1590000000,"1,59 tỷ",53
Âu Dương Lân,Phường 3,Quận 8,1,40,2,2,2,,"Nhà ngõ, hẻm",4550000000,"4,55 tỷ",113.75
Đường Nguyễn Tiểu La,Phường 8,Quận 10,1,26,3,3,3,Hướng Nam,"Nhà ngõ, hẻm",5800000000,"5,8 tỷ",223.07692
"Đường Nguyễn Đình Khơi, Phường 4, Quận Tân Bình, Thành phố Hồ Chí Minh, Việt Nam",Phường 4,Quận Tân Bình,1,100,1,2,2,,"Nhà ngõ, hẻm",18000000000,18 tỷ,180
Đường Số 4,Phường Bình Hưng Hoà B,Quận Bình Tân,1,32,3,3,4,,"Nhà ngõ, hẻm",3800000000,"3,8 tỷ",118.75
Đường Tân Kỳ Tân Quý,Phường Bình Hưng Hoà A,Quận Bình Tân,1,60,3,3,4,,"Nhà ngõ, hẻm",4200000000,"4,2 tỷ",70
Đường Số 1B,Phường Bình Hưng Hoà A,Quận Bình Tân,1,72,,4,3,Hướng Bắc,"Nhà ngõ, hẻm",6500000000,"6,5 tỷ",90.27778
Đường số 5,Phường An Lạc A,Quận Bình Tân,1,50,2,2,2,Hướng Tây,"Nhà ngõ, hẻm",4650000000,"4,65 tỷ",93
QUANG TRUNG,Phường 10,Quận Gò Vấp,1,50,2,2,2,,"Nhà ngõ, hẻm",4680000000,"4,68 tỷ",93.6
